raw_affiliation_string;openalex_work_id;openalex_country;openalex_display_name;matched_country
UMR 5253, Matériaux Avancés pour la Catalyse et la Santé, ENSCM/CNRS/UM, Institut Charles Gerhardt Montpellier , 8 rue de l'Ecole Normale, 34296 Montpellier Cedex 5, France.;https://openalex.org/W2725483433;;UMR 5253, Matériaux Avancés pour la Catalyse et la Santé, ENSCM/CNRS/UM, Institut Charles Gerhardt Montpellier , 8 rue de l'Ecole Normale, 34296 Montpellier Cedex 5, France.;FR
ICGM, ENSCM, CNRS, Univ. Montpellier, 34095 Montpellier Cedex 5, France;https://openalex.org/W3093909299;;ICGM, ENSCM, CNRS, Univ. Montpellier, 34095 Montpellier Cedex 5, France;FR
Sorbonne Universités UPMC Univ Paris 06, INSERM, CNRS, Centre de Recherche en Myologie, Institut de Myologie, GH Pitié-Salpêtrière, Paris 75013, France;https://openalex.org/W2586871870;;Sorbonne Universités UPMC Univ Paris 06, INSERM, CNRS, Centre de Recherche en Myologie, Institut de Myologie, GH Pitié-Salpêtrière, Paris 75013, France;FR
Service des pathologies du sommeil, hôpital Pitié-Salpêtrière, Paris, France;https://openalex.org/W2292677635;;Service des pathologies du sommeil, hôpital Pitié-Salpêtrière, Paris, France;FR
Laboratoire de Physique Subatomique et de   Cosmologie,  UJF Grenoble 1, CNRS/IN2P3, INPG,  53 Avenue des Martyrs, F-38026 Grenoble, France;https://openalex.org/W1509005419;;Laboratoire de Physique Subatomique et de   Cosmologie,  UJF Grenoble 1, CNRS/IN2P3, INPG,  53 Avenue des Martyrs, F-38026 Grenoble, France;FR
6SMU Physics, Box 0175, Dallas, TX 75275-0175 USA.;https://openalex.org/W2736619912;;6SMU Physics, Box 0175, Dallas, TX 75275-0175 USA.;US
a Institut de Recherches Servier , Croissy-sur-Seine, the Division of Biotechnology & Biomarker Research , France.;https://openalex.org/W2915483287;;a Institut de Recherches Servier , Croissy-sur-Seine, the Division of Biotechnology & Biomarker Research , France.;FR
Division of Biotechnology & Biomarker Research, Institut de Recherches Servier, Croissy-sur-Seine, France.;https://openalex.org/W2995764973;;Division of Biotechnology & Biomarker Research, Institut de Recherches Servier, Croissy-sur-Seine, France.;FR
Institut De Recherches Internationales Servier , Translational Medicine Department, Suresnes, France.;https://openalex.org/W3123681476;;Institut De Recherches Internationales Servier , Translational Medicine Department, Suresnes, France.;FR
Translational Medicine Department, Institut de Recherches Internationales Servier, Suresnes, France;https://openalex.org/W4205628911;;Translational Medicine Department, Institut de Recherches Internationales Servier, Suresnes, France;FR
Laboratory “Cancer, Immune Control, and Escape”, INSERM UMRS1138, Cordeliers Research Center, Paris, France;https://openalex.org/W2515565119;;Laboratory “Cancer, Immune Control, and Escape”, INSERM UMRS1138, Cordeliers Research Center, Paris, France;FR
Translational medicine department, Institut de recherches internationales Servier, 92150 Suresnes, France.;https://openalex.org/W3130414445;;Translational medicine department, Institut de recherches internationales Servier, 92150 Suresnes, France.;FR
Institut de Recherches Internationales Servier, Translational Medicine Department, Servier, Suresnes, France;https://openalex.org/W4280523188;;Institut de Recherches Internationales Servier, Translational Medicine Department, Servier, Suresnes, France;FR
Translational Medicine Department, Institut de Recherches Internationales Servier Suresnes, France;https://openalex.org/W4310875677;;Translational Medicine Department, Institut de Recherches Internationales Servier Suresnes, France;FR
Laboratoire de Chimie Théorique, Sorbonne Universités , UPMC, UMR7616 CNRS, 75006Paris, France.;https://openalex.org/W2598078437;;Laboratoire de Chimie Théorique, Sorbonne Universités , UPMC, UMR7616 CNRS, 75006Paris, France.;FR
Sorbonne Université, Paris Brain Institute - ICM, Inserm U1127, CNRS UMR 7225, Hôpital Pitié-Salpêtrière, Paris, France.;https://openalex.org/W3196763462;;Sorbonne Université, Paris Brain Institute - ICM, Inserm U1127, CNRS UMR 7225, Hôpital Pitié-Salpêtrière, Paris, France.;FR
Paris Brain Institute, ICM, Sorbonne University, Inserm U1127, CNRS UMR 7225, Pitié-Salpêtrière hospital;https://openalex.org/W3081750328;;Paris Brain Institute, ICM, Sorbonne University, Inserm U1127, CNRS UMR 7225, Pitié-Salpêtrière hospital;FR
Ophthalmology Department, Reference Center in Rare Diseases, DHU Sight Restore, Hôpital Pitié Salpêtrière, University Paris VI, Paris, France.;https://openalex.org/W2883180701;;Ophthalmology Department, Reference Center in Rare Diseases, DHU Sight Restore, Hôpital Pitié Salpêtrière, University Paris VI, Paris, France.;FR
Department of Ophthalmology, Reference Center in Rare Diseases, DHU Sight Restore, Hôpital Pitié Salpêtrière, Sorbonne Université, Paris, France.;https://openalex.org/W3041874453;;Department of Ophthalmology, Reference Center in Rare Diseases, DHU Sight Restore, Hôpital Pitié Salpêtrière, Sorbonne Université, Paris, France.;FR
Centre Hospitalier National d'Ophtalmologie des 15-20 Sorbonne Université Paris France;https://openalex.org/W2901780371;;Centre Hospitalier National d'Ophtalmologie des 15-20 Sorbonne Université Paris France;FR
Ophthalmology Department, Reference Center in Rare Diseases, DHU Sight Restore, Hôpital Pitié Salpêtrière, Sorbonne Université, Paris, France;https://openalex.org/W3011272705;;Ophthalmology Department, Reference Center in Rare Diseases, DHU Sight Restore, Hôpital Pitié Salpêtrière, Sorbonne Université, Paris, France;FR
Ophthalmology Department, Reference Center in Rare Diseases, DHU Sight Restore, Hôpital Pitié Salpêtrière, University Paris VI, Paris, France;https://openalex.org/W2517586662;;Ophthalmology Department, Reference Center in Rare Diseases, DHU Sight Restore, Hôpital Pitié Salpêtrière, University Paris VI, Paris, France;FR
Ophthalmology Department, DHU ViewRestore, Pitié Salpêtrière Hospital, Sorbonne Université, Paris, France.;https://openalex.org/W3214460730;;Ophthalmology Department, DHU ViewRestore, Pitié Salpêtrière Hospital, Sorbonne Université, Paris, France.;FR
CentraleSupélec, ﻿Laboratoire de Mécanique des Sols, Structures et Matériaux (MSSMat) UMR CNRS 8579, 3, rue Joliot Curie, 91190 Gif-sur-Yvette, France;https://openalex.org/W2892353612;;CentraleSupélec;FR
LIP6, CNRS, Sorbonne Universités, UMR 7606;https://openalex.org/W2768176142;;LIP6, CNRS, Sorbonne Universités, UMR 7606;FR
Laboratoire LOCEAN-IPSL, Sorbonne Université, (UPMC, Université Paris 6), CNRS, IRD, MNHN, Paris, France;https://openalex.org/W2972336762;;Laboratoire LOCEAN-IPSL, Sorbonne Université, (UPMC, Université Paris 6), CNRS, IRD, MNHN, Paris, France;FR
Laboratoire LOCEAN-IPSL, Sorbonne Universités (UPMC, Univ. Paris 6)-CNRS-IRD-MNHNParis France;https://openalex.org/W2795265372;;Laboratoire LOCEAN-IPSL, Sorbonne Universités (UPMC, Univ. Paris 6)-CNRS-IRD-MNHNParis France;FR
UMR 1180 signalisation et physiopathologie cardiovasculaire, université Paris-Sud, Châtenay-Malabry;https://openalex.org/W2793472170;;UMR 1180 signalisation et physiopathologie cardiovasculaire, université Paris-Sud, Châtenay-Malabry;FR
Sorbonne Université, UMR7622-IBPS, Paris, France.;https://openalex.org/W2904260506;;Sorbonne Université, UMR7622-IBPS, Paris, France.;FR
setec tpi, Paris, France;https://openalex.org/W2921389746;;setec tpi, Paris, France;FR
Sorbonne University, Department of Medical Genetics, AP-HP, Pitié-Salpêtriêre Hospital, DMU BioGEM , Paris, France.;https://openalex.org/W3200147400;;Sorbonne University, Department of Medical Genetics, AP-HP, Pitié-Salpêtriêre Hospital, DMU BioGEM , Paris, France.;FR
Laboratoire Physico Chimie Curie, Institut Curie, Université PSL, Sorbonne Université, CNRS UMR168, Paris, France;https://openalex.org/W3152208772;;Laboratoire Physico Chimie Curie, Institut Curie, Université PSL, Sorbonne Université, CNRS UMR168, Paris, France;FR
PASTEUR Department of Chemistry Ecole Normale Supérieure PSL University Sorbonne Université CNRS 75005 Paris France;https://openalex.org/W3134358255;;PASTEUR Department of Chemistry Ecole Normale Supérieure PSL University Sorbonne Université CNRS 75005 Paris France;FR
Ecole Normale Supérieure - Paris - France;https://openalex.org/W4220971006;;Ecole Normale Supérieure - Paris - France;FR
PASTEUR Department of Chemistry Ecole Normale Supérieure PSL University Sorbonne Université CNRS  75005 Paris France;https://openalex.org/W4205165797;;PASTEUR Department of Chemistry Ecole Normale Supérieure PSL University Sorbonne Université CNRS  75005 Paris France;FR
Institut de Statistique de l’Université de Paris, Paris, France;https://openalex.org/W3080514103;;Institut de Statistique de l’Université de Paris, Paris, France;FR
University Paris‐Saclay, UVSQ, Inserm, Gustave Roussy, CESP, Team Exposome and Heredity  Villejuif France;https://openalex.org/W3128639507;;University Paris‐Saclay, UVSQ, Inserm, Gustave Roussy, CESP, Team Exposome and Heredity  Villejuif France;FR
University Paris-Saclay, UVSQ, Inserm, Gustave Roussy, CESP, Exposome and Heredity Team, Villejuif, France;https://openalex.org/W3134835747;;University Paris-Saclay, UVSQ, Inserm, Gustave Roussy, CESP, Exposome and Heredity Team, Villejuif, France;FR
LBCMCP, Centre de Biologie Intégrative (CBI), Université de Toulouse, CNRS/UPS, 118 route de Narbonne, 31062 Toulouse, France;https://openalex.org/W2753584346;;LBCMCP, Centre de Biologie Intégrative (CBI), Université de Toulouse, CNRS/UPS, 118 route de Narbonne, 31062 Toulouse, France;FR
[L2TI (EA 4303), Université Paris 13, Sorbonne Paris Cité, 99 Avenue J-B Clément, 93430 Villetaneuse, France];https://openalex.org/W2808312638;;[L2TI (EA 4303), Université Paris 13, Sorbonne Paris Cité, 99 Avenue J-B Clément, 93430 Villetaneuse, France];FR
Université Paris 13, Sorbonne Paris Cité – L2TI (EA 4303);https://openalex.org/W2800649893;;Université Paris 13, Sorbonne Paris Cité – L2TI (EA 4303);FR
LMD/IPSL, CNRS/ENS, Paris, France;https://openalex.org/W2946152360;;LMD/IPSL, CNRS/ENS, Paris, France;FR
IdentyPath Platform, Food Safety Laboratory, Anses, Université Paris-Est Maisons-Alfort, France.;https://openalex.org/W2587225999;;IdentyPath Platform, Food Safety Laboratory, Anses, Université Paris-Est Maisons-Alfort, France.;FR
LNC2, Département d’études cognitives, École normale supérieure, INSERM, PSL Research University, Paris, France;https://openalex.org/W3124495474;;LNC2, Département d’études cognitives, École normale supérieure, INSERM, PSL Research University, Paris, France;FR
SU CNRS EPHE UMR 7619 Metis, Paris, France;https://openalex.org/W3033611088;;SU CNRS EPHE UMR 7619 Metis, Paris, France;FR
Centre National de la Recherche Scientifique UMR 7225, Paris, France;https://openalex.org/W2083157093;;Centre National de la Recherche Scientifique UMR 7225, Paris, France;FR
Institut National de La Santé et de La Recherche Médicale Unité 1127, Centre National de La Recherche Scientifique Unité Mixte de Recherche (UMR) 7225, Université Pierre-et-Marie-Curie Univ Paris 06 UMR S 1127, Institut Du Cerveau et de La Moelle Épinière ICM, 75013, Paris, France;https://openalex.org/W4221044597;;Institut National de La Santé et de La Recherche Médicale Unité 1127, Centre National de La Recherche Scientifique Unité Mixte de Recherche (UMR) 7225, Université Pierre-et-Marie-Curie Univ Paris 06 UMR S 1127, Institut Du Cerveau et de La Moelle Épinière ICM, 75013, Paris, France;FR
Laboratoire d'Ecologie Microbienne - UMR 5557;https://openalex.org/W2788838957;;Laboratoire d'Ecologie Microbienne - UMR 5557;FR
ONERA, Université Fédérale de Toulouse, France;https://openalex.org/W3185482762;;ONERA, Université Fédérale de Toulouse, France;FR
Faculté des Sciences Semlalia, Marrakesh, Morocco;https://openalex.org/W2607164449;;Faculté des Sciences Semlalia, Marrakesh, Morocco;MA
SuriCog, Paris, France;https://openalex.org/W2523288122;;SuriCog, Paris, France;FR
SC Partners, Paris, France.;https://openalex.org/W2917278087;;SC Partners, Paris, France.;FR
SC Partners, 75014 Paris, France.;https://openalex.org/W3041403723;;SC Partners, 75014 Paris, France.;FR
Département de Physique, École Normale Supérieure, 45 rue d’Ulm, 75005 Paris, France;https://openalex.org/W1976070311;;Département de Physique, École Normale Supérieure, 45 rue d’Ulm, 75005 Paris, France;FR
Institute of Neuroinformatics, University of Zurich and ETH Zurich, Zürich, Switzerland;https://openalex.org/W3026840772;;Institute of Neuroinformatics, University of Zurich and ETH Zurich, Zürich, Switzerland;CH
University of Zurich and ETH Zurich Institute of Neuroinformatics Zurich Switzerland;https://openalex.org/W3020591761;;University of Zurich and ETH Zurich Institute of Neuroinformatics Zurich Switzerland;CH
Sorbonne Université, Inserm, UMR8246 CNRS, Neuroscience Paris Seine – IBPS, 75005 Paris, France;https://openalex.org/W3179632423;;Sorbonne Université, Inserm, UMR8246 CNRS, Neuroscience Paris Seine – IBPS, 75005 Paris, France;FR
Sorbonne Université, Neurophysiology and Behaviors, Neuroscience Paris-Seine, IBPS. CNRS UMR8246, INSERM, UPMC, Paris, France.;https://openalex.org/W4225846741;;Sorbonne Université, Neurophysiology and Behaviors, Neuroscience Paris-Seine, IBPS. CNRS UMR8246, INSERM, UPMC, Paris, France.;FR
Neurosciences Paris Seine;https://openalex.org/W2994957708;;Neurosciences Paris Seine;FR
Sorbonne Université, UPMC Univ. Paris 06, UMR CNRS 7590, Institut de Minéralogie, de Physique des Matériaux et de Cosmochimie, Muséum National d’Histoire Naturelle, IRD UMR 206, 4 place Jussieu, F-75005 Paris, France;https://openalex.org/W2963907647;;Sorbonne Université, UPMC Univ. Paris 06, UMR CNRS 7590, Institut de Minéralogie, de Physique des Matériaux et de Cosmochimie, Muséum National d’Histoire Naturelle, IRD UMR 206, 4 place Jussieu, F-75005 Paris, France;FR
Institut des Systèmes Intelligents et Robotiques ISIR, Sorbonne Universités, UPMC University, Paris, France;https://openalex.org/W2491703190;;International Society for Intelligence Research;FR
LOCEAN Laboratory, IPSL Sorbonne Universités (UPMC, Univ Paris 06)-CNRS-IRD-MNHN Paris France;https://openalex.org/W2884727943;;LOCEAN Laboratory, IPSL Sorbonne Universités (UPMC, Univ Paris 06)-CNRS-IRD-MNHN Paris France;FR
1 Department of Ophthalmology, Bordeaux University Hospital, Amélie Raba-Léon, Bordeaux, France.;https://openalex.org/W2792923728;;1 Department of Ophthalmology, Bordeaux University Hospital, Amélie Raba-Léon, Bordeaux, France.;FR
Sorbonne Universités, UPMC Univ Paris 06, CNRS-UMR 7588, Institut des NanoSciences de Paris, F-75005 Paris, France.;https://openalex.org/W2537772800;;Sorbonne Universités, UPMC Univ Paris 06, CNRS-UMR 7588, Institut des NanoSciences de Paris, F-75005 Paris, France.;FR
Sorbonne Université, Centre National de la Recherche Scientifique, Institut des NanoSciences de Paris, INSP, F-75005 Paris, France;https://openalex.org/W2944740026;;Sorbonne Université, Centre National de la Recherche Scientifique, Institut des NanoSciences de Paris, INSP, F-75005 Paris, France;FR
Sorbonne Universités, UPMC Université Paris 06, CNRS‐UMR 7588Institut des NanoSciences de Paris4 place Jussieu75005ParisFrance;https://openalex.org/W2550377342;;Sorbonne Universités, UPMC Université Paris 06, CNRS‐UMR 7588Institut des NanoSciences de Paris4 place Jussieu75005ParisFrance;FR
Cognitive Neuroimaging Unit, CEA DSV/I2BM, INSERM, Université Paris-Saclay, NeuroSpin Center, Gif/Yvette, France.;https://openalex.org/W2338704378;;Cognitive Neuroimaging Unit, CEA DSV/I2BM, INSERM, Université Paris-Saclay, NeuroSpin Center, Gif/Yvette, France.;FR
Service Hospitalo-Universitaire, Centre Hospitalier Sainte Anne, Université Paris Descartes, Sorbonne Paris Cité, 1, rue Cabanis, 75014 Paris, France;https://openalex.org/W2951858744;;Service Hospitalo-Universitaire, Centre Hospitalier Sainte Anne, Université Paris Descartes, Sorbonne Paris Cité, 1, rue Cabanis, 75014 Paris, France;FR
Sorbonne Universités, CNRS, UMR8256, IBPS, Photobiology Research Group, Paris, France;https://openalex.org/W2889941493;;Sorbonne Universités, CNRS, UMR8256, IBPS, Photobiology Research Group, Paris, France;FR
Sorbonne Université, CNRS UMR 7144, Diversity and Interactions in Oceanic Plankton - Station Biologique de Roscoff, France;https://openalex.org/W2909790301;;Sorbonne Université, CNRS UMR 7144, Diversity and Interactions in Oceanic Plankton - Station Biologique de Roscoff, France;FR
Advanced Technologies For Medicine and Signals, Centre d'Etudes Spatiales de la Biosphère, Num. Res. Center of Sfax, Cité El Ons, Route de Tunis km 10, 3021 Sfax, Tunisia;https://openalex.org/W2500282149;;Advanced Technologies For Medicine and Signals, Centre d'Etudes Spatiales de la Biosphère, Num. Res. Center of Sfax, Cité El Ons, Route de Tunis km 10, 3021 Sfax, Tunisia;TN
CESBIO (CNRS/UPS/IRD/CNES), 18 av. Edouard Belin, bpi 2801, 31401 Toulouse cedex 9, France;https://openalex.org/W2775816700;;CESBIO (CNRS/UPS/IRD/CNES), 18 av. Edouard Belin, bpi 2801, 31401 Toulouse cedex 9, France;FR
Inserm UMR-S 1166, Sorbonne Universités, UPMC Université Paris, Paris, France.;https://openalex.org/W2904074600;;Inserm UMR-S 1166, Sorbonne Universités, UPMC Université Paris, Paris, France.;FR
[Automatique et Systmes, Laboratoire des Signaux et Systmes, Gif-sur-Yvette, France, 91190 (e-mail: riccardo.bonalli@centralesupelec.fr)];https://openalex.org/W3215494060;;CentraleSupélec;FR
Stanford University, Department of Aeronautics and Astronautics, Stanford, CA, 94305;https://openalex.org/W3119415136;;Stanford University, Department of Aeronautics and Astronautics, Stanford, CA, 94305;US
UR EFNO, Irstea, Nogent-sur-Vernisson, France;https://openalex.org/W2959567263;;UR EFNO, Irstea, Nogent-sur-Vernisson, France;FR
Sorbonne Universités, UPMC Univ. Paris 06, CNRS-UMR 7588, Institut des NanoSciences de Paris, 4 Place Jussieu, F-75005 Paris, France;https://openalex.org/W2434205526;;Sorbonne Universités, UPMC Univ. Paris 06, CNRS-UMR 7588, Institut des NanoSciences de Paris, 4 Place Jussieu, F-75005 Paris, France;FR
IRAP, Institut de Recherche en Astrophysique et Planétologie, Université de Toulouse , UPS-OMP, CNRS, CNES, 14 avenue E. Belin, F-31400 Toulouse, France;https://openalex.org/W4289314764;;IRAP, Institut de Recherche en Astrophysique et Planétologie, Université de Toulouse , UPS-OMP, CNRS, CNES, 14 avenue E. Belin, F-31400 Toulouse, France;FR
Department of Mathematical Sciences, NTNU Trondheim, Trondheim, Norway;https://openalex.org/W2969212489;;Department of Mathematical Sciences, NTNU Trondheim, Trondheim, Norway;NO
Centre de Recherche des Cordeliers, Sorbonne Universite, Inserm, Universite de Paris, Team Inflammation, complement and cancer, F-75006, Paris, France;https://openalex.org/W3093291632;;Centre de Recherche des Cordeliers, Sorbonne Universite, Inserm, Universite de Paris, Team Inflammation, complement and cancer, F-75006, Paris, France;FR
Centre de recherche des Cordeliers, INSERM Sorbonne Université, Université de Paris Paris France;https://openalex.org/W3165360698;;Centre de recherche des Cordeliers, INSERM Sorbonne Université, Université de Paris Paris France;FR
Centre de Recherche des Cordeliers, INSERM, Sorbonne Université, Université de Paris, Team Inflammation, Complement and Cancer, F-75006, Paris, France.;https://openalex.org/W3083104165;;Centre de Recherche des Cordeliers, INSERM, Sorbonne Université, Université de Paris, Team Inflammation, Complement and Cancer, F-75006, Paris, France.;FR
Centre de Recherche des Cordeliers, Sorbonne Universite, Inserm, Universite de Paris, Team Inflammation, Complement and Cancer, Paris, France.;https://openalex.org/W3182772937;;Centre de Recherche des Cordeliers, Sorbonne Universite, Inserm, Universite de Paris, Team Inflammation, Complement and Cancer, Paris, France.;FR
[Laboratoire d’Informatique de Paris 6 (LIP6), Centre National de la Recherche Scientifique (CNRS), Sorbonne University, Pierre-and-Marie-Curie University Paris 06, Paris, France];https://openalex.org/W2257389527;;[Laboratoire d’Informatique de Paris 6 (LIP6), Centre National de la Recherche Scientifique (CNRS), Sorbonne University, Pierre-and-Marie-Curie University Paris 06, Paris, France];FR
Sorbonne Université, UPMC Univ Paris 06, IFD, CNRS, UMR7606, Laboratoire d’Informatique de Paris 6 (LIP6), IFD, 4 place Jussieu, 75252 PARIS cedex 05, France;https://openalex.org/W2800729372;;Sorbonne Université, UPMC Univ Paris 06, IFD, CNRS, UMR7606, Laboratoire d’Informatique de Paris 6 (LIP6), IFD, 4 place Jussieu, 75252 PARIS cedex 05, France;FR
Sorbonne University, UPMC Univ Paris 06, CNRS UMR 7606, LIP6, F-75005, France;https://openalex.org/W2179466414;;Sorbonne University, UPMC Univ Paris 06, CNRS UMR 7606, LIP6, F-75005, France;FR
PASTEUR Department of Chemistry Ecole Normale Supérieure PSL University Sorbonne Université CNRS 75005 Paris France;https://openalex.org/W2942948594;;PASTEUR Department of Chemistry Ecole Normale Supérieure PSL University Sorbonne Université CNRS 75005 Paris France;FR
PASTEURDepartment of ChemistryÉcole Normale SupérieurePSL UniversitySorbonne UniversitéCNRS 75005 Paris France;https://openalex.org/W4233638834;;PASTEURDepartment of ChemistryÉcole Normale SupérieurePSL UniversitySorbonne UniversitéCNRS 75005 Paris France;FR
Sorbonne Université, CNRS, Lab. Adaptation et Diversité en Milieu Marin, AD2M, Team: Adaptation et Biologie des Invertébrés marins en Conditions Extrêmes (UMR 7144), ABICE, Station Biologique de Roscoff, SBR, Roscoff, France.;https://openalex.org/W2949837772;;Sorbonne Université, CNRS, Lab. Adaptation et Diversité en Milieu Marin, AD2M, Team: Adaptation et Biologie des Invertébrés marins en Conditions Extrêmes (UMR 7144), ABICE, Station Biologique de Roscoff, SBR, Roscoff, France.;FR
Electron Microscopy Platform, Muséum National d'Histoire Naturelle, CP 39, 12 rue Buffon, F-75231 Paris Cedex 05, France;https://openalex.org/W3159962823;;Electron Microscopy Platform, Muséum National d'Histoire Naturelle, CP 39, 12 rue Buffon, F-75231 Paris Cedex 05, France;FR
ETH Zürich;https://openalex.org/W2995147807;;ETH Zürich;CH
Sorbonne Universités, UPMC Univ Paris 06, CNRS, UMR 7222, The Institute of Intelligent Systems and Robotics (ISIR), 4 place Jussieu, 75005, Paris, France;https://openalex.org/W2478063815;;International Society for Intelligence Research;FR
Sorbonne Universités, UPMC Univ Paris 06, UMR 7222, ISIR;https://openalex.org/W2188869759;;International Society for Intelligence Research;FR
Sorbonne Universités, UPMC Univ Paris 06, UMR 7222, ISIR, Paris, France 75005#TAB#;https://openalex.org/W2570955003;;International Society for Intelligence Research;FR
Sorbonne Université, Laboratoire d’Électronique et Électromagnétisme, UR2, F-75005 Paris, France;https://openalex.org/W2898246146;;Sorbonne Université, Laboratoire d’Électronique et Électromagnétisme, UR2, F-75005 Paris, France;FR
Laboratoire d'Optique Appliquée, ENSTA ParisTech, CNRS, École Polytechnique, Université Paris-Saclay, 828 boulevard des Maréchaux, Palaiseau Cedex 91762, France;https://openalex.org/W2765614423;;Laboratoire d'Optique Appliquée, ENSTA ParisTech, CNRS, École Polytechnique, Université Paris-Saclay, 828 boulevard des Maréchaux, Palaiseau Cedex 91762, France;FR
France, Amériques, Espagne – Sociétés, pouvoirs, acteurs;https://openalex.org/W2808835678;;France, Amériques, Espagne – Sociétés, pouvoirs, acteurs;FR
Universidad de Toulouse, France;https://openalex.org/W3162813317;;Universidad de Toulouse, France;FR
Sorbonne Universités, Cancer Biology and Therapeutics, UPMC Univ Paris 06, INSERM, CNRS, Institut Universitaire de Cancérologie, Saint-Antoine Research Center (CRSA), Paris, France;https://openalex.org/W2610935040;;Sorbonne Universités, Cancer Biology and Therapeutics, UPMC Univ Paris 06, INSERM, CNRS, Institut Universitaire de Cancérologie, Saint-Antoine Research Center (CRSA), Paris, France;FR
CEA, LIST, Sensorial and Ambient Interfaces Laboratory;https://openalex.org/W2807481525;;CEA, LIST, Sensorial and Ambient Interfaces Laboratory;FR
AAREC Filia Research, Translational Department, 1 place Paul Verlaine, 92100 Boulogne-Billancourt, France.;https://openalex.org/W2000315116;;AAREC Filia Research, Translational Department, 1 place Paul Verlaine, 92100 Boulogne-Billancourt, France.;FR
Sorbonne Université, Department of Medical Oncology, AP-HP, Hôpital Saint-Antoine, F-75012 Paris, France.;https://openalex.org/W2902308610;;Sorbonne Université, Department of Medical Oncology, AP-HP, Hôpital Saint-Antoine, F-75012 Paris, France.;FR
Sorbonne Université, Paris, France.;https://openalex.org/W2946992722;;Sorbonne Université, Paris, France.;FR
Sorbonne Universités, UPMC Univ Paris 06, INSERM, UMRS 938, Centre de Recherche St-Antoine (CRSA), Paris, France.;https://openalex.org/W2572335422;;Sorbonne Universités, UPMC Univ Paris 06, INSERM, UMRS 938, Centre de Recherche St-Antoine (CRSA), Paris, France.;FR
Pharmacogenetics and Stratified Medicine, University College London, London, UK.;https://openalex.org/W752744853;;Pharmacogenetics and Stratified Medicine, University College London, London, UK.;GB
Sorbonne Université, CNRS, Muséum National d'Histoire Naturelle, IRD, Institut de Minéralogie, de Physique des Matériaux et de Cosmochimie (IMPMC), 75005, Paris, France;https://openalex.org/W4281656167;;Sorbonne Université, CNRS, Muséum National d'Histoire Naturelle, IRD, Institut de Minéralogie, de Physique des Matériaux et de Cosmochimie (IMPMC), 75005, Paris, France;FR
L@bisen, Vision-AD Team, Yncrea ouest, 35 avenue du champ de manœuvre Carquefou 44470, France;https://openalex.org/W3010857163;;L@bisen, Vision-AD Team, Yncrea ouest, 35 avenue du champ de manœuvre Carquefou 44470, France;FR
L@bISEN, ISEN Yncréa Ouest, 33 Quater Chemin du Champ de Manœuvre, 44470 Carquefou, France, --- Select a Country ---;https://openalex.org/W4213031350;;L@bISEN, ISEN Yncréa Ouest, 33 Quater Chemin du Champ de Manœuvre, 44470 Carquefou, France, --- Select a Country ---;FR
ONERA - The French Aerospace Lab [Toulouse];https://openalex.org/W2794601436;;ONERA - The French Aerospace Lab [Toulouse];FR
Délégation Inter-Départementale pour le Développement de la Fabrication Additive (DIDDFA), Direction générale, Assistance Publique – Hôpitaux de Paris, Paris, France;https://openalex.org/W4224264477;;Délégation Inter-Départementale pour le Développement de la Fabrication Additive (DIDDFA), Direction générale, Assistance Publique – Hôpitaux de Paris, Paris, France;FR
Estellus, SAS Paris France;https://openalex.org/W2466665546;;Estellus, SAS Paris France;FR
LERMA, Observatoire de Paris, CNRS, Sorbonne University, Paris, France;https://openalex.org/W3092116406;;LERMA, Observatoire de Paris, CNRS, Sorbonne University, Paris, France;FR
CNRS, Laboratoire d’Informatique de Paris 6, LIP6, Sorbonne Université, Paris, France;https://openalex.org/W2883712957;;CNRS, Laboratoire d’Informatique de Paris 6, LIP6, Sorbonne Université, Paris, France;FR
Visual Intelligence for Transportation Laboratory, EPFL, Switzerland;https://openalex.org/W3182910206;;Visual Intelligence for Transportation Laboratory, EPFL, Switzerland;CH
[VITA Laboratory, EPFL, 1015 Lausanne, Switzerland (e-mail: taylor.mordan@epfl.ch)];https://openalex.org/W3111881137;;[VITA Laboratory, EPFL, 1015 Lausanne, Switzerland (e-mail: taylor.mordan@epfl.ch)];CH
EPFL,Visual Intelligence for Transportation (VITA) lab,Switzerland;https://openalex.org/W3205151553;;EPFL,Visual Intelligence for Transportation (VITA) lab,Switzerland;CH
Sorbonne Université, CNRS, Integrative Biology of Marine Models (LBI2M), Station Biologique de Roscoff, 29680 Roscoff, France;https://openalex.org/W2999462132;;Sorbonne Université, CNRS, Integrative Biology of Marine Models (LBI2M), Station Biologique de Roscoff, 29680 Roscoff, France;FR
CNRS, Integrative Biology of Marine Models (LBI2M), Station Biologique de Roscoff, Sorbonne Université, 29680, Roscoff, France.;https://openalex.org/W3002976578;;CNRS, Integrative Biology of Marine Models (LBI2M), Station Biologique de Roscoff, Sorbonne Université, 29680, Roscoff, France.;FR
ISEM, Univ. Montpellier, CNRS, IRD, EPHE, CIRAD, INRAP, place Eugène Bataillon, F-34095 Montpellier;https://openalex.org/W2963778417;;ISEM, Univ. Montpellier, CNRS, IRD, EPHE, CIRAD, INRAP, place Eugène Bataillon, F-34095 Montpellier;FR
Evolution Paris-Seine;https://openalex.org/W3014446940;;Evolution Paris-Seine;FR
LIP6-UPMC, Paris, France#TAB#;https://openalex.org/W2963432161;;LIP6-UPMC, Paris, France#TAB#;FR
