raw_affiliation_string;openalex_work_id;openalex_country;openalex_display_name;matched_country
INSERM, CNRS, IPMC, Team Labeled “Laboratory of Excellence (LABEX) Distalz”, Sophia-Antipolis, Université Côte d’Azur, Valbonne, France;https://openalex.org/W3165828647;NL;International Practical Shooting Confederation;FR
Université Côte d’Azur, CNRS, IPMC;https://openalex.org/W2769424436;US;International Pentecostal Holiness Church;FR
Independent Researcher, France;https://openalex.org/W2914228218;US;Archer;FR
Vrije Universiteit Brussel, ELEC, Fabien Seyfert and Martine Olivi INRIA APICS;https://openalex.org/W1967921341;US;APICS;FR
UMR 5023 LEHNA, INRA, ENTPE;https://openalex.org/W1699090916;MA;Institut National de la Recherche Agronomique;FR
ENTPE, CNRS, INRA, UMR 5023 LEHNA – Rue Maurice-Audin – 69518 Vaulx-en-Velin cedex;https://openalex.org/W2465084427;MA;Institut National de la Recherche Agronomique;FR
#N#‡#N#Georgia Institute of Technology#N#;https://openalex.org/W2574985305;US;Georgia Institute of Technology;GE
Orange Labs., Caen, France;https://openalex.org/W1511326365;GB;Orange;FR
Orange Labs, 42 rue des coutures, 14066 Caen, France;https://openalex.org/W2058958047;GB;Orange;FR
Alcatel Thales III-V Lab, Campus de Polytechnique, 1 avenue Augustin Fresnel, Palaiseau, France;https://openalex.org/W2523919664;DE;Alcatel Lucent;FR
Laboratoire Avancé de Spectroscopie pour les Intéractions la Réactivité et l'Environnement - UMR 8516;https://openalex.org/W4293353210;CA;Interac;FR
New Jersey Inst. of Technology#TAB#;https://openalex.org/W2944951469;US;New Jersey Institute of Technology;JE
CNRS, UMR 8516 - LASIRE - Laboratoire de Spectroscopie pour les Interactions, la Réactivité et l’Environnement, Univ. Lille, Lille, France;https://openalex.org/W3088021818;CA;Interac;FR
Laboratoire Avancé de Spectroscopie pour les Intéractions la Réactivité et l'Environnement - UMR 8516;https://openalex.org/W2604351368;CA;Interac;FR
CIRAD, UPR AIDA, F-34398 Montpellier, France;https://openalex.org/W2701354056;US;University of Puerto Rico at Carolina;FR
Unité de Recherche sur les Comportements et Mouvements Anormaux, CHU Montpellier, France.;https://openalex.org/W2579220741;MD;Unité;FR
Ecole Normale Superieure Paris-Saclay;https://openalex.org/W2611204545;BI;École Normale Supérieure;FR
Universite Pierre et Marie Curie (UPMC);https://openalex.org/W2527358653;FR;Sorbonne University;US
Normandie University, INSA Rouen, UNIROUEN, CNRS, COBRA, 76000 Rouen, France;https://openalex.org/W2549925803;US;Intelligence and National Security Alliance;FR
 University of Orleans;https://openalex.org/W2793996145;US;University of New Orleans;FR
Fatigue and Vigilance team, Neuroscience and Operational Constraints Department, French Armed Forces Biomedical Research Institute (IRBA), Brétigny-sur-Orge, France;https://openalex.org/W2897664150;US;Biomedical Research Institute;FR
ICD - UMR CNRS 6281, Troyes University of Technology, 10004 Troyes Cedex - France;https://openalex.org/W2809941556;US;Team Losi;FR
ICD - CNRS UMR 6281, Troyes University of Technology, Troyes, 10004, France;https://openalex.org/W2947631338;US;Team Losi;FR
Laboratoire Avancé de Spectroscopie pour les Intéractions la Réactivité et l'Environnement - UMR 8516;https://openalex.org/W2606128218;CA;Interac;FR
Key Laboratory of Catalysis and Energy Materials Chemistry of Ministry of Education & Hubei Key Laboratory of Catalysis and Materials Science, South-Central University for Nationalities, Wuhan, 430074, P. R. China.;https://openalex.org/W3141455413;PT;Ministry of Education;CN
Clariant Production, Toulouse, France;https://openalex.org/W4200011300;CH;Clariant;FR
clariant, Toulouse, France;https://openalex.org/W2802144567;CH;Clariant;FR
Clariant, Toulouse, Midi-Pyrenees, France;https://openalex.org/W2802768479;CH;Clariant;FR
Clariant Active Ingredient, Toulouse, France;https://openalex.org/W2937061068;CH;Clariant;FR
Clariant Active Ingredients, Toulouse, France;https://openalex.org/W3154557213;CH;Clariant;FR
Cloudflare, Inc., Lisbon, Portugal;https://openalex.org/W3202247210;US;AtlantiCare;PT
DAAA, ONERA, Université Paris Saclay, F-92190 Meudon, France and Department of Mechanical Engineering, Johns Hopkins University, Baltimore, Maryland 21218, USA;https://openalex.org/W3205214132;FR;University of Paris-Saclay;US
CNRS, LAAS 7 Avenue du Colonel Roche, F-31400 Toulouse, France;https://openalex.org/W2225110618;CH;Roche;FR
Princeton Neuroscience Institute and the Department of Psychology;https://openalex.org/W4309928095;IT;Neuroscience Institute;US
Normandie Univ, CNRS, UNIROUEN, INSA Rouen, COBRA (UMR 6014 and FR 3038),76000 Rouen,France;https://openalex.org/W2737261423;US;Intelligence and National Security Alliance;FR
Department of Computer Science and Information Engineering, National Chung Cheng University, Chiayi County 621, Taiwan and Department of Information Technology, University of Information and Communication Technology, Thai Nguyen 25000, Vietnam.;https://openalex.org/W4210946668;TW;National Chung Cheng University;VN
CNRS-LAAS, 7 avenue du colonel Roche, F-31400 Toulouse, France;https://openalex.org/W3122980716;CH;Roche;FR
CNRS, LAAS, 7 avenue du colonel Roche, F-31400 Toulouse, France;https://openalex.org/W4292182733;CH;Roche;FR
Ecole Normale Superieure Paris-Saclay;https://openalex.org/W3100073049;BI;École Normale Supérieure;FR
École Normale Supérieure - PSL Research University;https://openalex.org/W2770214357;BI;École Normale Supérieure;FR
Anses, Laboratoire de Ploufragan/Plouzané,Unité Epidémiologie et Bien-être du Porc,Ploufragan,France.;https://openalex.org/W2122861575;AR;ANSES;FR
Opt. & Photonics Dept, CEA, Grenoble, France;https://openalex.org/W2062763775;GB;Council for the Curriculum, Examinations & Assessment;FR
[CEA, LETI, Grenoble Cedex 9, France];https://openalex.org/W2809498935;GB;Council for the Curriculum, Examinations & Assessment;FR
CEA, LETI, MINATEC, 38000 Grenoble, France;https://openalex.org/W3038035054;GB;Council for the Curriculum, Examinations & Assessment;FR
CEA, LETI, Minatec Campus, F-38054 Grenoble, France;https://openalex.org/W2413523176;GB;Council for the Curriculum, Examinations & Assessment;FR
CEA, LETI, MINATEC, 38000 Grenoble, France.;https://openalex.org/W3141643198;GB;Council for the Curriculum, Examinations & Assessment;FR
CNRS- Centre National de la Recherche Scientifique;https://openalex.org/W2183902373;MA;Centre National de la Recherche Scientifique;FR
Saint-Gobain Research North America, 9 Goddard Road, Northborough, MA 01532, USA.;https://openalex.org/W3158985247;FR;Saint-Gobain;US
Alcatel-Lucent Bell-Labs Route de Villejust 91620 Nozay FRANCE;https://openalex.org/W3098807404;DE;Alcatel Lucent;FR
Bell Labs, Alcatel-Lucent, Nozay, France;https://openalex.org/W2029711290;DE;Alcatel Lucent;FR
Centre de Villarceaux, Alcatel-Lucent Bell Labs, Nozay, France.;https://openalex.org/W2046922172;US;Bell Labs;FR
Alcatel-Lucent Bell-Labs, France;https://openalex.org/W2008512371;DE;Alcatel Lucent;FR
Siemens Industry Software N.V., Interleuvenlaan 68, Researchpark Z1, Leuven, Belgium;https://openalex.org/W2972571386;DE;Siemens;BE
Siemens Industry Software N.V. Leuven Belgium;https://openalex.org/W2971009454;DE;Siemens;BE
Siemens PLM Software, Belgium;https://openalex.org/W4290189439;US;UGS Corp.;BE
Siemens Industry Software N.V., Interleuvenlaan 68, Leuven, 3001, Belgium;https://openalex.org/W4206832431;DE;Siemens;BE
Siemens Industry Software SAS, 107 Avenue de la République, 92320 Châtillon, France;https://openalex.org/W4310854620;DE;Siemens;FR
Orange Labs, R&D, 28 chemin du vieux chne, 38240 Meylan, France#TAB#;https://openalex.org/W2752296309;GB;Orange;FR
Orange Labs, France;https://openalex.org/W2897335873;GB;Orange;FR
CNRS UMR 5157 SAMOVAR, Telecom SudParis/Institut Mines Telecom, USA;https://openalex.org/W1591283335;FR;Telecom SudParis;US
[Telecom SudParis, Ecole Nationale des Sciences de l'Informatique, Manouba, Tunisia];https://openalex.org/W2111414907;FR;Telecom SudParis;TN
ONERA, BP74025, 2 avenue Edouard Belin 31055 Toulouse Cedex 4, France;https://openalex.org/W1639109263;NO;Nera;FR
Ecole Normale Supérieure, CNRS, PSL University and Inria;https://openalex.org/W2910639144;BI;École Normale Supérieure;FR
Institut Camille Jordan [Villeurbanne];https://openalex.org/W2601111424;FR;Camille Jordan Institute;JO
Institut Camille Jordan [Villeurbanne];https://openalex.org/W2525497313;FR;Camille Jordan Institute;JO
Tuberculosis Research Program Centenary Institute Newtown NSW Australia;https://openalex.org/W2132766790;US;Centenary Institute;AU
Centre de recherche Droits et perspectives du droit - ULR 4487;https://openalex.org/W2770814731;CA;Université Laval Faculty of Law;FR
Universitas Indonesia#R##N#Polytech Lille, Universite Science et Technology Lille 1;https://openalex.org/W2465929330;FR;Polytech Lille;ID
ADEME/Univ. Lille/Inria#TAB#;https://openalex.org/W2029268351;SI;Adria Airways;FR
Konica Minolta Lab Europe, Italy;https://openalex.org/W3184499476;JP;Konica Minolta;IT
Independent researcher, PhD in Geography, history and geography high school teacher (Ministry of National Education), France;https://openalex.org/W3048803236;CO;Colombian Ministry of National Education;FR
Orange Labs, France;https://openalex.org/W2524951190;GB;Orange;FR
Fonctions Normales et Pathologiques de la Barrière Cutanée [Hôpital Edouard Herriot - HCL];https://openalex.org/W166446610;IN;HCL Technologies;FR
Aix Marseille Univ, Institut pour le Recherche et le Developpement (IRD), Assistance Publique Hopitaux de Marseille (AP-HM), Microbes Evolution and Phylogeny (MEPHI), Marseille, France.;https://openalex.org/W3087941937;BF;Institut de Recherche Pour le Développement;FR
CNRS-LAAS, 7 avenue du colonel Roche, F-31400 Toulouse, France;https://openalex.org/W1992223358;CH;Roche;FR
Nestlé Research Center, Route du Jorat 57, 1000 Lausanne 26, Switzerland.;https://openalex.org/W2195539446;NL;Nestlé;CH
Institut Camille Jordan [Villeurbanne];https://openalex.org/W2572329852;FR;Camille Jordan Institute;JO
Department of Neurology, Harvard Medical School, Beth Israel Deaconess Medical Center, Boston, Massachusetts;https://openalex.org/W2790430637;US;Beth Israel Deaconess Medical Center;IL
Department of Neurology, Harvard Medical School, Beth Israel Deaconess Medical Center;https://openalex.org/W2930498785;US;Beth Israel Deaconess Medical Center;IL
LGCgE, Lille University, 59650 Villeneuve d'Ascq, France, Modeling Center, Lebanese University, Lebanon;https://openalex.org/W2774365129;LB;Lebanese University;FR
UMR 228 Espace-Dev, Espace pour le développement;https://openalex.org/W2580351708;BJ;Institut de Recherche pour le Développement;FR
Marine Geosciences Group, IPGPParis France;https://openalex.org/W2589638263;US;IPG Photonics;FR
Troyes University of Technology, ICD/Tech-CICO, UMR CNRS 6281;https://openalex.org/W2151277883;US;Team Losi;FR
[Orange Rennes, France];https://openalex.org/W2747744888;GB;Orange;FR
Orange, Rennes, France;https://openalex.org/W2810381754;GB;Orange;FR
Univ Lyon, Université Lyon 1, Inserm, Stem Cell and Brain Research Institute U1208;https://openalex.org/W2943770827;US;Lyon College;FR
APHP, Centre National de Référence des Mycobactéries et de la Résistance des Mycobactéries aux Antituberculeux (CNR-MyRMA), Bactériologie-Virologie, Hôpitaux Universitaires Lariboisière-St Louis-Widal, Paris.;https://openalex.org/W2980516812;MA;Laboratoire National de Référence;US
Laboratoire d’Ingénierie des Biomolécules (LIBio), Université de Lorraine, Vandœuvre-lès-Nancy, France Faculty of Agricultural Sciences and Food Sciences, Holy Spirit University of Kaslik, Jounieh, Lebanon;https://openalex.org/W2297714421;LB;Holy Spirit University of Kaslik;FR
Laboratory of Biochemical Pharmacology Emory University, Department of Pediatrics, Atlanta, Georgia;https://openalex.org/W3026716048;US;Emory University;GE
Université de Guyane, UMR EcoFoG, AgroParisTech, Cirad, CNRS, INRA, Université des Antilles;https://openalex.org/W2521650472;GP;University of the French West Indies;FR
Università degli Studi di Udine, Dipartimento di Studi UmanisticiUniversité Paris Diderot (Paris 7), Laboratoire d’Histoire des Théories Linguistiques;https://openalex.org/W2620723821;FR;Délégation Paris 7;IT
Institut Camille Jordan [Villeurbanne];https://openalex.org/W2508801231;FR;Camille Jordan Institute;JO
Fundamental and Applied Energetics Department, ONERA–The French Aerospace Lab, F-91761 Palaiseau, France;https://openalex.org/W2013093995;US;Applied Energetics;FR
Bioimaging and Neurophotonics Lab, NeuroCure Cluster of Excellence, Charité Berlin, Humboldt University, Charitéplatz 1, 10117 Berlin;https://openalex.org/W2794679296;US;Humboldt State University;FR
UMR 228 Espace-Dev, Espace pour le développement;https://openalex.org/W4206868970;BJ;Institut de Recherche pour le Développement;FR
University of South Bohemia, Faculty of Science and Biology Centre of the Academy of Sciences of the Czech Republic, Parasitology Institute, České Budějovice, Czech Republic;https://openalex.org/W1998926649;US;Sewanee: The University of the South;CZ
Institute of Parasitology, Biology Center of the Academy of Sciences of the Czech Republic, České Budějovice, Czech Republic;https://openalex.org/W2589126701;SK;Institute of Parasitology;CZ
Institut Camille Jordan [Villeurbanne];https://openalex.org/W2554851664;FR;Camille Jordan Institute;JO
AIRG-University of Western Sydney, Australia and IRIT-University of Toulouse, France#TAB#;https://openalex.org/W1930688617;AU;Western Sydney University;FR
Service de Réanimation Polyvalente, Centre Hospitalier Universitaire Félix Guyon, Saint-Denis, La Réunion, Réunion.;https://openalex.org/W3109763933;FR;Centre Hospitalier Universitaire de La Réunion;RE
Unité régionale de soins aux auteurs de violence sexuelle (URSAVS), 57, boulevard de Metz, 59000 Lille, France;https://openalex.org/W2154124280;DE;Metz;FR
Equipe Hultech - Laboratoire GREYC - UMR6072;https://openalex.org/W2773257399;DE;Technicolor;FR
Institut Camille Jordan [Villeurbanne];https://openalex.org/W2566882480;FR;Camille Jordan Institute;JO
Laboratoire de Lyon, ANSES, Lyon, France.;https://openalex.org/W3090010835;AR;ANSES;FR
ANSES, Laboratoire de Lyon;https://openalex.org/W3098255762;AR;ANSES;FR
Institut de Mécanique des Fluides de Toulouse, UMR 5502 CNRS-INPT-UPS, Allée du Prof. Camille Soula, F-31400 Toulouse, France;https://openalex.org/W2530131022;US;IM Flash Technologies;FR
Institut de Mécanique des Fluides de Toulouse, UMR No 5502 CNRS-INPT-UPS, Allée du Prof. Camille Soula, F-31400 Toulouse, France;https://openalex.org/W2305744660;US;IM Flash Technologies;FR
Orange Labs, Châtillon, France;https://openalex.org/W2891227025;GB;Orange;FR
Research Center for Automatic Control of Nancy, Vandoeuvre-lès-Nancy, Tunisia;https://openalex.org/W2474982108;FR;Research Center for Automatic Control of Nancy;TN
Laboratoire de santé animale, PRES Paris-Est, Anses, ENVA, Inra, UMR BIPAR, Maisons-Alfort, France;https://openalex.org/W2416090071;AR;ANSES;FR
EU/OIE & National Reference Laboratory for Animal Brucellosis, Animal Health Laboratory, Paris-Est University/ANSES, Maisons-Alfort, France.;https://openalex.org/W4226082938;AR;ANSES;FR
Department of Pathology, Geneva University Hospital;https://openalex.org/W3209244325;CH;University Hospital of Geneva;US
CNRS, IMFT, 31400 Toulouse, France;https://openalex.org/W2066559570;US;IM Flash Technologies;FR
CNRS, LAAS, 7 avenue du colonel Roche,F-31400 Toulouse,France;https://openalex.org/W2225110618;CH;Roche;FR
CNRS, IMFT, F-31400 Toulouse, France;https://openalex.org/W2887592057;US;IM Flash Technologies;FR
Withings, Issy-les-Moulineaux, France.;https://openalex.org/W3166198522;GB;TGS;FR
WITHINGS, 92130 Issy les Moulineaux, France;https://openalex.org/W4200043693;GB;TGS;FR
Sorbonne Universités, UPMC Univ Paris 06, INSERM, Institute of Cardiometabolism and Nutrition (ICAN), Team 3, Paris, France;https://openalex.org/W2936966185;NE;Institute of Chartered Accountants of Nigeria;FR
INSERM UMRS1166 ICAN - Institute of CardioMetabolism and Nutrition Sorbonne Université Paris France;https://openalex.org/W3027463925;NE;Institute of Chartered Accountants of Nigeria;FR
INSERM UMRS1166, ICAN - Institute of CardioMetabolism and Nutrition, Sorbonne Université;https://openalex.org/W2980357740;NE;Institute of Chartered Accountants of Nigeria;FR
Orange Labs, 2 Avenue Pierre Marzin, Lannion, 22300, France;https://openalex.org/W2901630537;GB;Orange;FR
Orange Labs LANNION, 2 avenue Pierre Marzin, France;https://openalex.org/W3010913739;GB;Orange;FR
Aix Marseille Univ, CNRS, INSERM, Centre d’Immunologie de Marseille-Luminy, Turing Center for Living Systems;https://openalex.org/W3018433798;US;Living Systems;FR
School of Physics and Astronomy, Cardiff University, The Parade CF24 3AA, UK;https://openalex.org/W3098747214;NL;Netherlands Institute for Radio Astronomy;GB
France and Sapienza University of Rome/IRCCS Neuromed;https://openalex.org/W52544438;IT;Sapienza University of Rome;FR
ONERA 2 Av. Edouard Belin, Toulouse Cedex 31000, France;https://openalex.org/W2793041735;NO;Nera;FR
White & Case (Paris);https://openalex.org/W2927337258;US;White & Case;FR
Laboratoire d'Informatique de Paris VI;https://openalex.org/W2219585987;FR;Laboratoire de Recherche en Informatique de Paris 6;US
Institut Camille Jordan [Villeurbanne];https://openalex.org/W2508033945;FR;Camille Jordan Institute;JO
Institut Camille Jordan [Villeurbanne];https://openalex.org/W2565364167;FR;Camille Jordan Institute;JO
Univ-Lyon, Laboratoire Hubert Curien, CNRS UMR 5516, Saint-Etienne, France Dipartimento di Fisica e Chimica, Universitá degli Studi di Palermo, Palermo, Italy;https://openalex.org/W2341431775;IT;University of Palermo;FR
TRAXENS S.A.S, Marseille, France;https://openalex.org/W2963717109;AU;Thales;FR
EBS Business School - Rheingaustrasse 1, 65375 Oestrich-Winkel, Germany;https://openalex.org/W2523892785;GB;Regent's University London;DE
UMR 228 Espace-Dev, Espace pour le développement;https://openalex.org/W2603318301;BJ;Institut de Recherche pour le Développement;FR
Univ Lyon;https://openalex.org/W2806739683;US;Lyon College;FR
Inria Paris, MPI-SWS, Saarbrücken, Germany#TAB#;https://openalex.org/W2754378868;FR;French Institute for Research in Computer Science and Automation;DE
ONERA,DEMR,,Salon cedex Air,,France,F-13661;https://openalex.org/W2983213502;US;Air France;FR
Mahle Behr, Bertrange, Luxembourg;https://openalex.org/W2728483262;AT;Mahle;LU
Zodiac Aerospace, Zodiac Actuation Systems, Auxerre, France;https://openalex.org/W2555001203;DE;Zodiac Aerospace;FR
University of Poitiers, CNRS-XLIM, UMR 7252, Angoulême, France, NXP Semiconductors Caen, France;https://openalex.org/W2769587210;NL;NXP;FR
Laboratoire d'informatique, de traitement de l'information et des systèmes, Normandie Université, UNIROUEN, UNIHAVRE, INSA Rouen, LITIS, 76000 Rouen, France;https://openalex.org/W2962964852;US;Intelligence and National Security Alliance;FR
IEMN Lab CNRS UMR 8520, INSA,Hauts-De-France;https://openalex.org/W3157673417;US;Intelligence and National Security Alliance;FR
CEA (French Alternative Energies and Atomic Energy Commission), Gif-sur-Yvette, France;https://openalex.org/W2991142995;US;United States Atomic Energy Commission;FR
[Siemens, Lille, France];https://openalex.org/W2054878458;DE;Siemens;FR
XLIM UMR CNRS 7252/ Labex Sigma-Lim, University of Poitiers, France;https://openalex.org/W2521837248;US;Council on Education for Public Health;FR
LPC UR 4440;https://openalex.org/W4231461825;US;New York City Landmarks Preservation Commission;FR
Orange Labs, Lannion, France 22300#TAB#;https://openalex.org/W2002208382;GB;Orange;FR
Orange Labs., Lannion, France;https://openalex.org/W2253120893;GB;Orange;FR
IMT Atlantique, Plouzané, 29200;https://openalex.org/W2892909919;DE;Lantiq;FR
, Orange Labs, Lannion, France;https://openalex.org/W2264575212;GB;Orange;FR
PIMENT Laboratory, University of La Reunion, Le Tampon, La Reunion, France;https://openalex.org/W2171904601;RE;University of Reunion Island;FR
School for the Advanced Study of Social Sciences, Paris,;https://openalex.org/W2316441678;GB;School of Advanced Study;FR
UMR DéTROI, Inserm U1188 - Université de la Réunion, Diabète atherohrombose Thérapies Réunion Océan Indien, CYROI, 2 rue Maxime Rivière, 97490 Sainte Clotilde, La Réunion, France.;https://openalex.org/W2577493232;RE;University of Reunion Island;FR
LACy, UMR 8105, CNRS Université de La Réunion, Météo-France Saint-Denis, Réunion France;https://openalex.org/W1632728739;RE;University of Reunion Island;FR
Equipe Hultech - Laboratoire GREYC - UMR6072;https://openalex.org/W4293348807;DE;Technicolor;FR
Laboratoire de Physique et Ingénierie Mathématique pour l’Energie et l’Environnement (PIMENT), EA 4518, Université de la Réunion, UFR Sciences de l’Homme et de l’Environnement, Le Tampon, France;https://openalex.org/W2783936720;RE;University of Reunion Island;FR
Centre de recherche Droits et perspectives du droit - ULR 4487;https://openalex.org/W4285581532;CA;Université Laval Faculty of Law;FR
Division of MRI Research, Department of Radiology, Beth Israel Deaconess Medical Center and Harvard Medical School, Boston, Massachusetts.;https://openalex.org/W2903157326;US;Beth Israel Deaconess Medical Center;IL
Institut Mondor de Recherche Biomédicale, Unité 955, Equipe 2: Transfusion et Maladies du Globule Rouge, Université Paris-Est Créteil, 94000 Créteil, France;https://openalex.org/W2753912978;IN;IMRB International;FR
Filière MCGRE. DHU A TVB. Institut Mondor de Recherche Biomédicale (IMRB) équipe 2. Laboratoire d'excellence GRex, Université Paris Est-Créteil, Créteil, France.;https://openalex.org/W3103937329;IN;IMRB International;FR
Institut Mondor de Recherche Biomédicale, Unité 955, Equipe 2: Transfusion et Maladies du Globule Rouge, Université Paris-Est Créteil, Créteil, France;https://openalex.org/W1543725886;IN;IMRB International;FR
IMRB-U955, Equipe 2 émergente: Transfusion et maladies du globule rouge, Créteil, France;https://openalex.org/W2985346889;IN;IMRB International;FR
Université de Toulouse, Institut de Mécanique des Fluides de Toulouse, Allée du Professeur Camille Soula, 31400 Toulouse, France;https://openalex.org/W2168996504;US;IM Flash Technologies;FR
Université de Toulouse, INPT-CNRS, Institut de Mécanique des Fluides de Toulouse, 2 allée du Pr Camille Soula, 31400 Toulouse, France;https://openalex.org/W2203785222;US;IM Flash Technologies;FR
Université de La Réunion - CEMOI and TEPP-CNRS (FR3435), France;https://openalex.org/W2605319865;RE;University of Reunion Island;FR
Université de La Réunion - CEMOI TEPP-CNRS (FR3435), France;https://openalex.org/W2804791005;RE;University of Reunion Island;FR
LISITE - ISEP, 28 Rue Notre Dame des Champs, Paris, France;https://openalex.org/W2035115511;US;International Student Exchange Programs;FR
[Lisite, ISEP, Paris, France];https://openalex.org/W2006271922;US;International Student Exchange Programs;FR
LISITE Laboratory, ISEP Paris, Paris, France#TAB#;https://openalex.org/W2212614095;US;International Student Exchange Programs;FR
Vaccine and Infectious Disease Division, Fred Hutchinson Cancer Research Center;https://openalex.org/W3045972569;ZA;Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa;US
Fred Hutchinson Cancer Research Center - Vaccine and Infectious Disease Division;https://openalex.org/W3135055341;ZA;Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa;US
IRD, UMR 248 MARine Biodiversity Exploitation and Conservation (IRD, Ifremer, UM, CNRS), BP 570 Victoria, Seychelles;https://openalex.org/W2470579635;FR;Marine Biodiversity Exploitation and Conservation;SC
Institut de Recherche pour le Développement, UMR 212 EME (IRD/Ifremer/UM2), SFA, Fishing Port, BP 570, Victoria, Seychelles;https://openalex.org/W2018045728;BJ;Institut de Recherche pour le Développement;SC
Institut de Recherche pour le Développement, UMR 212 EME (IRD/Ifremer/UM2), SFA, Fishing Port, BP 570 Victoria, Seychelles;https://openalex.org/W1972957571;BJ;Institut de Recherche pour le Développement;SC
Research Institute for Sustainable Development (IRD), Victoria, Mahé, Seychelles;https://openalex.org/W3197076194;ET;Institute for Sustainable Development;SC
Research Institute for Sustainable Development (IRD) - Marine Biodiversity Exploitation & Conservation Unit, Fishing Port, Victoria, Mahe, Republic of Seychelles.;https://openalex.org/W2790997025;ET;Institute for Sustainable Development;SC
University of New Mexico, Department of Biology  Albuquerque NM;https://openalex.org/W2980192416;US;University of New Mexico;MX
CNRS (Centre National de la Recherche Scientifique), ArScAn Laboratory (UMR 7041);https://openalex.org/W2994782462;MA;Centre National de la Recherche Scientifique;FR
CNRS (Centre National de la Recherche Scientifique), ArScAn Laboratory (UMR 7041);https://openalex.org/W2994782462;MA;Centre National de la Recherche Scientifique;FR
Inserm U955 IMRB, Maisons-Alfort, France;https://openalex.org/W2755215889;IN;IMRB International;FR
UMR1161 Virologie ANSES-INRA-ENVA, Maisons-Alfort, France;https://openalex.org/W2095663593;AR;ANSES;FR
Université Paris-Est, ANSES, Laboratoire de Santé Animale, UMR 1161 Virologie ANSES-INRA-ENVA, 14 rue Pierre et Marie Curie, 94704 Maisons-Alfort, France;https://openalex.org/W2763084177;AR;ANSES;FR
Univ Lyon;https://openalex.org/W2609106452;US;Lyon College;FR
CESI,93 Boulevard de la Seine, 92000 Nanterre, France;https://openalex.org/W2901303939;US;Cole Engineering Services;FR
Institut Pasteur, Unité des Interactions Bactéries‐Cellules Paris France;https://openalex.org/W3037955310;CA;Interac;FR
Institut Pasteur, Université de Paris, CNRS UMR2001, Unité des Toxines Bactériennes, 75015 Paris, France;https://openalex.org/W4200253670;MD;Unité;FR
Laboratory of Catalysis and Organic Synthesis, Institute of Chemical Sciences and Engineering, Ecole Polytechnique Fédérale de Lausanne, EPFL SB ISIC LCSO, BCH 4306, 1015 Lausanne, Switzerland.;https://openalex.org/W3029255417;US;Synthes;CH
CEA (The French Atomic Energy Commission), LIST (Laboratory for Integration of Systems and Technology), Gif-sur-Yvette F-91191, France.;https://openalex.org/W2787841041;US;United States Atomic Energy Commission;FR
Univ Lyon;https://openalex.org/W2768962731;US;Lyon College;FR
Beaujon, Hopitaux Universitaire Paris Nord Val de Seine;https://openalex.org/W2047180714;FR;Beaujon Hospital;US
UMR 5023 LEHNA, INRA, ENTPE;https://openalex.org/W1699090916;MA;Institut National de la Recherche Agronomique;FR
Faculté de Médecine de Créteil, INSERM IMRB U955, Creteil,  France;https://openalex.org/W2971113472;IN;IMRB International;FR
Faculté de Médecine de Créteil, IMRB, Creteil,  France;https://openalex.org/W2971205670;IN;IMRB International;FR
CNRS-LAAS, 7 avenue du colonel Roche, F-31400 Toulouse, France;https://openalex.org/W1669063648;CH;Roche;FR
Université Libre de Bruxelles and Université de Bordeaux;https://openalex.org/W2953022118;BE;Université Libre de Bruxelles;FR
Université Libre de Bruxelles, Belgium, LaBRI, Université de Bordeaux, France#TAB#;https://openalex.org/W2798570354;BE;Université Libre de Bruxelles;FR
Inteva Products,Sully Loire,France;https://openalex.org/W2996337694;US;Intevac;FR
Inteva Products, Sully/Loire,France;https://openalex.org/W3010275321;US;Intevac;FR
Institut Camille Jordan [Villeurbanne];https://openalex.org/W2883564529;FR;Camille Jordan Institute;JO
Fugro France, 115 Avenue de la Capelado, 34160 Castries, France;https://openalex.org/W3046715511;NO;Fugro;FR
IRCM, INSERM, U1194 Univ Montpellier, ICM, Montpellier, Cedex 5, France;https://openalex.org/W2917970144;US;ICM Partners;FR
IRCM, INSERM, U1194 Univ Montpellier, ICM;https://openalex.org/W3210535516;US;ICM Partners;FR
Keysight Technologies,Les Ulis,France;https://openalex.org/W3185619740;GB;Keysight Technologies;FR
GLYcoDiag 2 rue du cristal 45100 Orléans France;https://openalex.org/W3177459077;GB;Clovis Oncology;FR
Jhpiego, Abidjan, Cote d'Ivoire;https://openalex.org/W2573151840;US;Jhpiego;CI
Vice President of Industry Safety, Nvidia, Porto Azzurro, Italy;https://openalex.org/W4319879433;GB;Nvidia;IT
University of London;https://openalex.org/W4214817934;MX;Universidad de Londres;GB
ONERA (France);https://openalex.org/W2964367979;NO;Nera;FR
Aix-Marseille University - Turing Center for Living Systems;https://openalex.org/W3137478674;US;Living Systems;FR
Aix-Marseille Université, CNRS, IBDM-UMR7288, Turing Center for Living Systems;https://openalex.org/W2919079191;US;Living Systems;FR
Psychiatric Hospital of the Cross, 60096 Jal Eddib, Lebanon;https://openalex.org/W2782153453;US;College of the Holy Cross;LB
INSPECT-LB: Institut National de Santé Publique, d'Épidémiologie Clinique et de Toxicologie-Liban,Beirut, Lebanon.;https://openalex.org/W3038676906;GN;Institut National de Santé Publique;LB
Aix Marseille Univ, INSERM, INMED Turing Center for Living Systems;https://openalex.org/W3134765234;US;Living Systems;FR
