issue_number,raw_affiliation_name,new_rors,previous_rors,added_rors,removed_rors,has_added_rors,has_removed_rors,works_examples,contact,contact_domain
1963,"HEMATIM UR 4666, C.U.R.S, Université de Picardie Jules Verne, CEDEX 1, 80025 Amiens, France; INSERM UMRS 1148: Laboratory for Vascular Translational Science (LVTS), UFR SMBH, Université Sorbonne Paris Nord, CEDEX, 93017 Bobigny, France",02vjkv261;02en5vm52;0199hds37;010567a58;01gyxrk03;032q95r88,02vjkv261;02en5vm52;0199hds37;01gyxrk03;032q95r88,010567a58,,True,False,W4282925152,2efa87fe416a0f2651d9ff68239dffa6:bf1e3cfd2a496ada906023ed37521874 @ u-picardie.fr,u-picardie.fr
1962,"HEMATIM UR 4666, C.U.R.S, Université de Picardie Jules Verne, CEDEX 1, 80025 Amiens, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W4282925152,0687275fdf20f548c49a93a87b0b7d2d:b033e40d57efa3ae1ddf29c0d081fad4 @ u-picardie.fr,u-picardie.fr
1961,AP-HP Hôpital Bicêtre (Le Kremlin-Bicêtre); CHU Saint-Antoine [AP-HP]; HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666; Laboratoire d'Hématologie [CHU Amiens],010567a58;01gyxrk03;05c9p1x46;01875pg84;02en5vm52,010567a58;05c9p1x46;01875pg84;02en5vm52,01gyxrk03,,True,False,W4280608162,7784f9af5e50c2224e3be154987555dc:4441b7c04025ceccd07e633fb97a4710 @ u-picardie.fr,u-picardie.fr
1960,Dynamique moléculaire de la transformation hématopoïétique; HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666,010567a58;01gyxrk03,,01gyxrk03;010567a58,,True,True,W4223412325,cec4c147216922f3ddfb3db16f72f4bc:19d01b921a4b33274d63db846cc2ddf9 @ u-picardie.fr,u-picardie.fr
1959,HEMATIM UR4666 Université Picardie Jules Verne  Amiens France,010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W4313332197,ef60007ebb0b06046c44e6335df567fe:7a70da93716c2219ddebd8a889690dc7 @ u-picardie.fr,u-picardie.fr
1958,HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666; Hôpital Robert Debré,010567a58;01gyxrk03;02dcqy320,02dcqy320,01gyxrk03;010567a58,,True,False,W4290565095,9df33f981d9acba1744ea09a968b55d0:df87f0afa948841caaa4e7efd62250f7 @ u-picardie.fr,u-picardie.fr
1957,Biologie Intégrée du Globule Rouge; CHU Amiens-Picardie; HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666; Hôpital Bicêtre,010567a58;01gyxrk03;048cbmc89;05c9p1x46,010567a58;048cbmc89;05c9p1x46,01gyxrk03,,True,False,W4311047981,abedd974ff3ef96f5f44c955c20af2c0:48debd999e233cbed92b9d7beeaf4bd2 @ u-picardie.fr,u-picardie.fr
1956,"Graduate School of Management and HEMATIM UR 4666, University of Picardy, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W4207082811,31cec13de94d6f5f13f74675d7b6c965:aa51f6e237fb7ccb833631f146b11e50 @ u-picardie.fr,u-picardie.fr
1955,AP-HP Hôpital Bicêtre (Le Kremlin-Bicêtre); CHU Amiens-Picardie; CHU Saint-Antoine [AP-HP]; HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666; Laboratoire d'Hématologie [CHU Amiens]; Université de Picardie Jules Verne,010567a58;01gyxrk03;05c9p1x46;01875pg84;02en5vm52,010567a58;01gyxrk03;05c9p1x46;01875pg84;02en5vm52,,,False,False,W4220793106,44930c2d45aa170fb1de097552d2d09c:56f225cb877e176e72b5fc73ca1004a3 @ u-picardie.fr,u-picardie.fr
1954,HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666,010567a58;01gyxrk03,,01gyxrk03;010567a58,,True,True,W4206962735;W4220793106;W4311047981;W4283033995;W3215555312;W4309008604,5761dabc43e2fa6fcc19d0e813717439:a57bf6f1731f037e458158069a140996 @ u-picardie.fr,u-picardie.fr
1953,"Laboratoire d'Excellence GR-Ex, Paris, France.; Service d'Hématologie Biologique, Hôpital Robert-Debré, AP-HP, Paris, France.; Université de Paris, Paris, France.; Équipe d'Accueil (EA) 4666, Hématopoïèse et Immunologie (HEMATIM), Université de Picardie Jules Verne (UPJV), Amiens, France.",02dcqy320;010567a58;01gyxrk03;05f82e368;00ezvft90,02dcqy320;01gyxrk03;05f82e368;00ezvft90,010567a58,,True,False,W4286221069,2ea74a741c152f0f3e3e22a79c19b5d5:eb127cbdaceec707707d733b5e8fe6aa @ u-picardie.fr,u-picardie.fr
1952,"Université Picardie Jules Verne, HEMATIM UR4666, 80000 Amiens, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W4293723927,1c1c20a271bc1aa2b347c69ad64cdb71:1bdc1b6d21957631c6dca6f87bcc033e @ u-picardie.fr,u-picardie.fr
1951,"AP-HP, Service d'Hématologie Biologique, Hôpital Robert Debré, University of Paris Cité, Hematim EA 4666, UPJV, F-75019 Paris, France;",05f82e368;02dcqy320;010567a58;01gyxrk03,05f82e368;02dcqy320,01gyxrk03;010567a58,,True,False,W4214726016,8494fe258d4a5bc44cf14dfe373ecb26:8dc7081249968a79d3a4dfdeb02cf2b6 @ u-picardie.fr,u-picardie.fr
1950,CHU Amiens-Picardie; HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666,010567a58;01gyxrk03,010567a58,01gyxrk03,,True,False,W4296066005;W4291383251;W4212810820;W4302303842;W4311047981;W4290565095;W4283033995,caa32122c5d8f582a6f1ae19964128ed:728ea23060a8f28e35ed336988613f84 @ u-picardie.fr,u-picardie.fr
1949,80054 AMIENS CEDEX 1 - France),raw_affiliation_name: HEMATIM - HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666 (Université de Picardie Jules Verne - CURS - CHU Sud avenue Laënnec -,80054 AMIENS CEDEX 1 - France),raw_affiliation_name: HEMATIM - HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666 (Université de Picardie Jules Verne - CURS - CHU Sud avenue Laënnec -,80054 AMIENS CEDEX 1 - France),True,True,new_rors: 010567a58;01gyxrk03,previous_rors: 01gyxrk03,
1948,"Department of Clinical Hematology and Cellular Therapy Amiens University Medical Center Amiens France; EA HEMATIM 4666, Jules Verne University of Picardie Amiens France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W4207003367,40c24d26a4dc2baab4e246a76b9a3a7a:7049849395897db780abd8a1d1a4ed8b @ u-picardie.fr,u-picardie.fr
1947,"EA Hematim 4666, Picardie Jules Verne University, 80025 Amiens, France.",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W4281679767,da7be2dc2a58467148764621de1c9db3:bfd7d945f15df14eb8ab426548c4d34d @ u-picardie.fr,u-picardie.fr
1946,"UPJV, CURS - EA 4666, 1 Rue Du Prof. C. Cabrol, Amiens 80000, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3097380315,f6307ed2dc77a8cc4f7ad1763cf7ccac:3cde57f307739074ac7c7c003cd406f3 @ u-picardie.fr,u-picardie.fr
1945,"HEMATIM UR-UPJV 4666, C.U.R.S University of Picardie Jules Verne, Amiens, France; INSERM UMRS 1148, Laboratory for Vascular Translational Science (LVTS), Bobigny, France",010567a58;01gyxrk03;032q95r88;02vjkv261,01gyxrk03;032q95r88;02vjkv261,010567a58,,True,False,W3169712276,7ad62f7a25210779e28e2bfaa21e5f0b:b3373bde5b356e6643aadead91ea1d5a @ u-picardie.fr,u-picardie.fr
1944,"HEMATIM UR-UPJV 4666, C.U.R.S University of Picardie Jules Verne, Amiens, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3169712276,ffff62386f837dbf8af751f7abebdbd1:bf260c574d9e916e6f450a704ee037b2 @ u-picardie.fr,u-picardie.fr
1943,"Amiens, UR-UPJV 4666 HEMATIM, Amiens, France",010567a58;01gyxrk03,010567a58,01gyxrk03,,True,False,W3169797839,e30aa5a9a0eb94b116f9325e8a6021a7:a1fdc32d6564a9104e7425f26722a418 @ u-picardie.fr,u-picardie.fr
1942,"AP-HP, Hôpital Robert Debré, service d’Hématologie Biologique, F-75019, Paris, France; Hematim UR 4666, F-80000 Amiens; LABEX GR-Ex, F-75015, France; Université de Paris, F-75010 Paris",05f82e368;00ezvft90;02dcqy320;00pg5jh14;010567a58;01gyxrk03,05f82e368;00ezvft90;02dcqy320;00pg5jh14,01gyxrk03;010567a58,,True,False,W3155069107,a6b72c2ceac9d08d4e50a834b96a0c89:4063fddfb88b3070aefc284206af038e @ u-picardie.fr,u-picardie.fr
1941,"UPJV Amiens, HEMATIM Laboratory, UPJV UR 4666, Amiens, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3206839712,13b379e77f91ebe84c728a2602d33bbc:98e3b1c5e8b31f6c35238b5f16dab377 @ u-picardie.fr,u-picardie.fr
1940,"Service d’Hématologie Biologique, CHU Amiens et HEMATIM Unité de Recherche (UR) 4666, Université Picardie Jules Verne, Amiens, France; and",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3120770212,81589db642e970ce5a075bdf02498e1c:006118a3464d7e1743ef05764bc5ddd8 @ u-picardie.fr,u-picardie.fr
1939,80054 AMIENS CEDEX 1 - France),raw_affiliation_name: HEMATIM - HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666 (Université de Picardie Jules Verne - CURS - CHU Sud avenue Laënnec -,80054 AMIENS CEDEX 1 - France),raw_affiliation_name: HEMATIM - HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666 (Université de Picardie Jules Verne - CURS - CHU Sud avenue Laënnec -,80054 AMIENS CEDEX 1 - France),True,True,new_rors: 010567a58;01gyxrk03,previous_rors: 01gyxrk03,
1938,"HEMATIM EA4666, Amiens, France; Laboratory of Excellence for Red Cells, LABEX GR-Ex, Paris, France; Service d'Hématologie Biologique (Hematology Diagnostic Lab), AP-HP, Hôpital Robert Debré, Paris, France",010567a58;01gyxrk03;02dcqy320;00pg5jh14;00ezvft90,010567a58;02dcqy320;00pg5jh14;00ezvft90,01gyxrk03,,True,False,W4206553727,f2cceb0414426037bcca580f664dc531:283dafa8d15d250c2e26c64dfc3f3fb9 @ u-picardie.fr,u-picardie.fr
1937,HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666; Hôpital Henri Mondor; Service d'Hématologie biologique [AP-HP Hôpital Bicêtre]; Université Paris-Saclay,033yb0967;05c9p1x46;03xjwb503;010567a58;01gyxrk03,033yb0967;05c9p1x46;03xjwb503,01gyxrk03;010567a58,,True,False,W3120120549,ab6a054783290c2b6ab07a04763e9ef7:d3ddf4ee81a3c229a285efd151d86655 @ u-picardie.fr,u-picardie.fr
1936,CARENFER Study Group; HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666,010567a58;01gyxrk03,,01gyxrk03;010567a58,,True,True,W3184235552,9275ebe7ee03f42a680edd646d6163da:e1f3d301c8b691acbc0df0cda0fe5398 @ u-picardie.fr,u-picardie.fr
1935,"UPJV HEMATIM UR 4666, C.U.R.S, Université de Picardie Jules Verne, CEDEX 1, 80025 Amiens, France.",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3203308447,c7c648843c8ec9228e1ef0e772ec19ae:50e8958d1c25d705c2663fda76b68860 @ u-picardie.fr,u-picardie.fr
1934,"EA4666 HEMATIM  UPJV, Amiens France; Service d'Hématologie Biologique  CHU Amiens Picardie France",010567a58;01gyxrk03,010567a58,01gyxrk03,,True,False,W3161821298,dc26cf9394efcea8689e0272ca519fb0:d8e82ec048673ed4534d5577590ad506 @ u-picardie.fr,u-picardie.fr
1933,"EA4666 HEMATIM, UPJV, Amiens, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3161821298,aed857601d1919526c53646c2d1821f1:8fa081ed0ea69009ecc9fe6a5c5169b6 @ u-picardie.fr,u-picardie.fr
1932,"HEMATIM UR 4666, C.U.R.S, Université de Picardie Jules Verne (UPJV), CEDEX 1, 80025 Amiens, France; INSERM UMRS 1148, Laboratory for Vascular Translational Science (LVTS), UFR SMBH, Université Sorbonne Paris Nord, CEDEX, 93017 Bobigny, France",032q95r88;02vjkv261;02en5vm52;0199hds37;010567a58;01gyxrk03,032q95r88;02vjkv261;02en5vm52;0199hds37;01gyxrk03,010567a58,,True,False,W3166019945,21c01bf4f489d6a8525088ecf1ff740d:137f14d31ec5edd8bcd192cb7ec981cf @ u-picardie.fr,u-picardie.fr
1931,"HEMATIM UR 4666, C.U.R.S, Université de Picardie Jules Verne (UPJV), CEDEX 1, 80025 Amiens, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3166019945,a51bba648ff03db2c25d868f789577e8:ffeb2e5c28c5b3fd3a60e69dc46156fc @ u-picardie.fr,u-picardie.fr
1930,HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666; Service de Rhumatologie - AMIENS,010567a58;01gyxrk03,010567a58,01gyxrk03,,True,False,W3161969477,877dfe2e914dd6405ceb71609c73250e:8246503229aa7b6d899adb1288d58d03 @ u-picardie.fr,u-picardie.fr
1929,HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666; Laboratoire d'Hématologie [CHU Amiens],010567a58;01gyxrk03,010567a58,01gyxrk03,,True,False,W3152988191;W3161479213;W3208628822;W3162767453,ef3725ef3aabb464f1076e915b9e209a:fcb28f82dc1ddb6ca7ce50f6608873e2 @ u-picardie.fr,u-picardie.fr
1928,HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666,010567a58;01gyxrk03,,01gyxrk03;010567a58,,True,True,W3152988191;W3195102398;W3161479213;W3112674070;W3208628822;W3205361046;W4285746623,45e86f98ce6519120c2f3953a9e6e621:c7d821bcb02d71d7c1253405db8ac229 @ u-picardie.fr,u-picardie.fr
1927,CHU Amiens-Picardie; HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666,010567a58;01gyxrk03,010567a58,01gyxrk03,,True,False,W3152988191;W3200717490;W3208628822;W3164441110;W3120120549;W3198783025;W4285746623,c8cd4e8b7ee41820fbcbabbcafe58455:ffa418c63944ba864b2ef1f780c86720 @ u-picardie.fr,u-picardie.fr
1926,"UR4666 HEMATIM, Université Picardie Jules Verne, Amiens, France.",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3152988191,f39b9081a1d0ff9d5e23ca2ea6b05fab:2bc5dfbaead7a2856067b390bfde5918 @ u-picardie.fr,u-picardie.fr
1925,"EA4666 Hematim, Curs, CHU Amiens Picardie, Avenue Rene Laennec, Salouel, F-80054, Amiens, France",010567a58;01gyxrk03,010567a58,01gyxrk03,,True,False,W2969858791,73b8abf19d2762b60f13ef4180b6dd84:187fa32804bfaa53f99dbbc0669b808f @ u-picardie.fr,u-picardie.fr
1924,80054 AMIENS CEDEX 1 - France); Laboratoire de Cytogénétique (France),raw_affiliation_name: HEMATIM - HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666 (Université de Picardie Jules Verne - CURS - CHU Sud avenue Laënnec -,80054 AMIENS CEDEX 1 - France); Laboratoire de Cytogénétique (France),raw_affiliation_name: HEMATIM - HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666 (Université de Picardie Jules Verne - CURS - CHU Sud avenue Laënnec -,80054 AMIENS CEDEX 1 - France); Laboratoire de Cytogénétique (France),True,True,new_rors: 010567a58;01gyxrk03,previous_rors: 01gyxrk03,
1923,"EA HEMATIM 4666, Jules Verne University of Picardie, Amiens, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3110898018,bb475ced4602d83631a4d45e7b2b5186:ae2a27bdc54363ebf64dbb6db5761f7c @ u-picardie.fr,u-picardie.fr
1922,"Department of Clinical Hematology and Cellular Therapy, Amiens University Medical Center, Amiens, France; EA HEMATIM 4666, Jules Verne University of Picardie, Amiens, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3110898018,0d8943e69aae04fb1055b7023fe2aa35:09c4fc59f7abb76287a1af15c28c3d99 @ u-picardie.fr,u-picardie.fr
1921,"HEMATIM EA4666, C.U.R.S, Université de Picardie Jules Verne, 80025, AMIENS Cedex 1, France; INSERM U1148, Laboratory for Vascular Translational Science (LVTS), UFR SMBH, Université Paris 13-Sorbonne Paris Cité, 93017, BOBIGNY CEDEX, France",032q95r88;0199hds37;02vjkv261;001z21q04;05f82e368;010567a58;01gyxrk03,032q95r88;0199hds37;02vjkv261;001z21q04;05f82e368;01gyxrk03,010567a58,,True,False,W3008535669,14a64ed54b5ce69c36542613749179ed:a8ca570ff7b2620480e583895caf279e @ u-picardie.fr,u-picardie.fr
1920,"HEMATIM EA4666, C.U.R.S, Université de Picardie Jules Verne, 80025, AMIENS Cedex 1, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3008535669,d28be35dd6449fc8e9874bcd36152484:45240fc9b9902df68666af01586d2d70 @ u-picardie.fr,u-picardie.fr
1919,"HEMATIM Unit 4666, Centre Universitaire de Recherche en Santé, Université de Picardie Jules Verne, Amiens, France.",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3111521032,182a13996f31c32597c7256f117d7912:7b1d072b89e479c6226f7dcad81b493a @ u-picardie.fr,u-picardie.fr
1918,"EA4666, HEMATIM, Jules Verne University of Picardie, Amiens, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3047341898;W3033732287,06051ed30922bc88035556b23fa7941a:db2401351277984a67682c44f7ace983 @ u-picardie.fr,u-picardie.fr
1917,CHU Amiens-Picardie; HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666,010567a58;01gyxrk03,010567a58,01gyxrk03,,True,False,W4233637983;W3005898823;W4296811362;W4287915005;W3035351987,dbfcc9428fd1264c6180464b2293094b:caa7f6ec63dd87b28a24ad0a3036dd62 @ u-picardie.fr,u-picardie.fr
1916,"Laboratoire Hématopoïèse et Immunologie (HEMATIM) EA4666, Université Picardie Jules Verne, Amiens, France; and; Service des Maladies du Sang, and",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3099311049,f09ec1f9646b47b949f036270923c484:744b6d0d6f90d68d1ed0586198be2f92 @ u-picardie.fr,u-picardie.fr
1915,"Laboratoire Hématopoïèse et Immunologie (HEMATIM) EA4666, Université Picardie Jules Verne, Amiens, France; and; Service d’Hématologie Biologique,",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3099311049,5af72b1a8e63dd54e43acccce91f433e:d00985e447795300c9622a5c92501413 @ u-picardie.fr,u-picardie.fr
1914,"Laboratoire Hématopoïèse et Immunologie (HEMATIM) EA4666, Université Picardie Jules Verne, Amiens, France; and",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3099311049,6e7245b076871be5ac47f9326510c4e2:a717824a70817e6a4d9ae2fb7637de38 @ u-picardie.fr,u-picardie.fr
1913,HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666,010567a58;01gyxrk03,,01gyxrk03;010567a58,,True,True,W3015591387;W3007198712;W4287915005;W4288859288,a5ca9bbe00c0541842864cf82b8a3454:3aed35da37632a5122b82d93dee40189 @ u-picardie.fr,u-picardie.fr
1912,80054 AMIENS CEDEX 1 - France),raw_affiliation_name: HEMATIM - HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666 (Université de Picardie Jules Verne - CURS - CHU Sud avenue Laënnec -,80054 AMIENS CEDEX 1 - France),raw_affiliation_name: HEMATIM - HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666 (Université de Picardie Jules Verne - CURS - CHU Sud avenue Laënnec -,80054 AMIENS CEDEX 1 - France),True,True,new_rors: 010567a58;01gyxrk03,previous_rors: 01gyxrk03,
1911,"EA 4666, HEMATIM, Université de Picardie Jules Verne, D408, 80054, Amiens Cedex, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3095374694,b3ad3926ee61296e44bf3cdef4a9c389:9c64c49ff870ec5e037d0b80255e52f5 @ u-picardie.fr,u-picardie.fr
1910,"HEMATIM UR 4666, C.U.R.S, Université de Picardie Jules Verne, CEDEX 1, 80025 Amiens, France;; INSERM UMRS 1148, Laboratory for Vascular Translational Science (LVTS), UFR SMBH, Université Sorbonne Paris Nord, CEDEX, 93017 Bobigny, France",010567a58;01gyxrk03;032q95r88;02vjkv261;0199hds37,02en5vm52;01gyxrk03;032q95r88;02vjkv261;0199hds37,010567a58,02en5vm52,True,True,W3083195495,a4160c9c6f045407a61c163238d9fb52:a42b2a606a48d64e9ea149a5bb84b44b @ u-picardie.fr,u-picardie.fr
1909,"HEMATIM UR 4666, C.U.R.S, Université de Picardie Jules Verne, CEDEX 1, 80025 Amiens, France;",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W3083195495,b454b052c62d92abb26e21f3e463c767:3fe2e8ca940f251295776c1a6f2acc88 @ u-picardie.fr,u-picardie.fr
1908,HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666; Service de Rhumatologie - AMIENS,010567a58;01gyxrk03,010567a58,01gyxrk03,,True,False,W2951649807,5df7f49856267fc2dde30d3ca9d75605:6c505abf20545a02b84b0231ee0d6ccb @ u-picardie.fr,u-picardie.fr
1907,EA 4666 HEMATIM UPJV Service Hématologie Biologique CHU Amiens Amiens France,010567a58;01gyxrk03,010567a58,01gyxrk03,,True,False,W2949385901,ab950f567b56a2e7be778d6d6a21e6f2:54b32eb978fbed44636a0e84bee264d1 @ u-picardie.fr,u-picardie.fr
1906,"EA4666 HEMATIM, CURS, University of Picardie Jules Verne, Amiens, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W2923295736,2f34af210d900e91abfe5005b246d0bb:196adefbb6822a58b86c29c32e1e2eea @ u-picardie.fr,u-picardie.fr
1905,CHU Amiens-Picardie; HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666,010567a58;01gyxrk03,010567a58,01gyxrk03,,True,False,W2997832688,12dbc4937e6d8c75c13f1bea4bc76cdd:cfefdc21a10cabafbcbab7247a1fcdb3 @ u-picardie.fr,u-picardie.fr
1904,"Cancer Registry of the Somme-Inserm EA-DGS EA 4666 Epidemiology and Public Health Service, Amiens University Hospital, Amiens, France",010567a58;01gyxrk03;02vjkv261,058snr381;02vjkv261,01gyxrk03;010567a58,058snr381,True,True,W2971888139,e462614d80a29fcbbaec591c125b2b70:65222ca713b5a2a5ef73cbaca7dd4441 @ u-picardie.fr,u-picardie.fr
1903,"EA4666 HEMATIM UPJV, AMIENS, FRA",010567a58;01gyxrk03,,01gyxrk03;010567a58,,True,True,W2996820193,fb1ffe6c6f624d807f064ed3406802cb:6b7c8290454eb79600b57823fa13892a @ u-picardie.fr,u-picardie.fr
1902,"CURS, EA 4666 HEMATIM UPJV, Amiens, France",010567a58;01gyxrk03,,01gyxrk03;010567a58,,True,True,W2996820193,2e1e7c430db28ae4d2330fff7865f578:771d10773431b3fd9054f8ffe04261c4 @ u-picardie.fr,u-picardie.fr
1901,"CURS, EA4666 HEMATIM UPJV, Amiens, France",010567a58;01gyxrk03,,01gyxrk03;010567a58,,True,True,W2996820193,ebb18fac42463176491f7632a2ff970f:6ddf65a52460043092ec21947b02904f @ u-picardie.fr,u-picardie.fr
1900,"Picardie Jules Verne University, and EA 4666, Amiens, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W2892299057,1646bdd8771ae0fe3f72b27ca2ec7b25:53c07bce47391dcab978c488cf0a610d @ u-picardie.fr,u-picardie.fr
1899,HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666,010567a58;01gyxrk03,,01gyxrk03;010567a58,,True,True,W2942726779,a4974df5372a256e0b8b35e7609cad72:bc68d592cdc4434953cd7ac98eb27a29 @ u-picardie.fr,u-picardie.fr
1898,"HEMATIM EA4666, C.U.R.S, Université de Picardie Jules Verne, 80025 Amiens Cedex 1, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W2913847005,be0db9686a75c783911443ba3dcdf35f:9ab1b1c122a1c095cd82b9426a8744cf @ u-picardie.fr,u-picardie.fr
1897,"EA4666 HEMATIM, Université Picardie Jules Verne, Amiens; Laboratoire de Génétique Moléculaire, CHU Amiens, Amiens",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W2969208081,b6a428a3ef7fe7011b1c3b964ed132d9:a5cb063e1be2fd2b53710be183dae7f7 @ u-picardie.fr,u-picardie.fr
1896,"EA4666 HEMATIM, Université Picardie Jules Verne, Amiens",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W2969208081,0a61af2d491bcb03136db0423d80b641:869751f55837e9ae6f1766163caebaee @ u-picardie.fr,u-picardie.fr
1895,AP-HP Hôpital Bicêtre (Le Kremlin-Bicêtre); CHU Amiens-Picardie; HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666,010567a58;01gyxrk03;05c9p1x46,010567a58;05c9p1x46,01gyxrk03,,True,False,W4292134170,f3b30f0c421ce7fd1e362552a2c8f05a:423713c26ba84d7a6c39c4e564dca367 @ u-picardie.fr,u-picardie.fr
1894,"EA 4666, Département de génétique, Université de Picardie-Jules-Verne, CHU d'Amiens, 80054 Amiens, France.",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W2791258367,20269e65581fc2dff28b75cb0d2f3dbf:7420b8be39a77def1d512be868fdb617 @ u-picardie.fr,u-picardie.fr
1893,HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666; Laboratoire d'Hématologie [CHU Amiens],010567a58;01gyxrk03,010567a58,01gyxrk03,,True,False,W4307577296,fae991ceeff3cd2cc9ee9e8ab2092c16:f66be5e659c1bda6e79254fa660e966a @ u-picardie.fr,u-picardie.fr
1892,Centre de Recherche Épidémiologie et Statistique Sorbonne Paris Cité; HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666,001z21q04;05f82e368;010567a58;01gyxrk03,001z21q04;05f82e368,01gyxrk03;010567a58,,True,False,W4292135070,89da6ca19e012c73571ccf6a97ed418a:6d5d01f5ff1bd7525622dc5839972b70 @ u-picardie.fr,u-picardie.fr
1891,"HEMATIM, le Centre Universitaire de Recherche en Santé (CURS), Université de Picardie Jules Verne, Amiens, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W2803703227,91d0f3784c644f76787a392e44c625e8:c793bc691547a3a96625317343ad8ff9 @ u-picardie.fr,u-picardie.fr
1890,"Jules Verne University of Picardie, EA HEMATIM, Amiens, France",010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W2889249758,479d6c0b868ca5815c75568ab7f18035:42b245d4d920f646536b52366bbabcf6 @ u-picardie.fr,u-picardie.fr
1889,EA HEMATIM Université Picardie Jules Verne  Amiens France,010567a58;01gyxrk03,01gyxrk03,010567a58,,True,False,W2800726938,694a52312f754b761cfd37f7ce442a96:a0629445b68d9632e270ce9d926fec6c @ u-picardie.fr,u-picardie.fr
1888,HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666,010567a58;01gyxrk03,,01gyxrk03;010567a58,,True,True,W2796132930;W4290798803;W4290981214;W4290981226,415d09f6a3ef2c3504fb056d1e66371f:61ad7fd2c482489416f859a442851474 @ u-picardie.fr,u-picardie.fr
1887,CHU Amiens-Picardie; HEMATIM - Hématopoïèse et immunologie - UR UPJV 4666,010567a58;01gyxrk03,010567a58,01gyxrk03,,True,False,W2906218914;W2897376459;W4292134170,e1d075b4b4d79b2faedf11e632e781e9:000fd9c5104c0dc324a4e47f62197444 @ u-picardie.fr,u-picardie.fr
1886,Adaptations Physiologiques à l'Exercice et Réadaptation à l'effort - UR UPJV 3300; UFR des Sciences et Techniques des Activités Physiques et Sportives - Université de Picardie Jules Verne,01gyxrk03,05vb5nm66;01gyxrk03,,05vb5nm66,False,True,W4391188107,2ad8501bdc9079a25e0df877afcdff5d:40887cea3399fedbda1d4ca75fb81fee @ u-picardie.fr,u-picardie.fr
